article_id,shares,text,views
16,531,"Police have apprehended a Russian citizen believed to be the number two in an international cybercrime organization, the Bangkok Post reported.Sergey Sergeyevich Medvedev was arrested in Bangkok last Friday, Feb. 2, by the Thai Crime Suppression Division (CSD) on a request from the US Federal Bureau of Investigation. A laptop and documents were taken as evidence by the CSD.A source told The Bangkok post that evidence showed that Medvedev had over 100,000 Bitcoin (BTC) at the time of his arrest, approximately $820 mln. However, the Post wrote that Medvedev’s 100,000 BTC was equal to about 100 mln baht, when it is actually equal to 26,523,087,316 baht.Medvedev allegedly was an administrator for the Dark Web site Infraud - whose slogan was “In Fraud We Trust” - that dealt primarily in the sale of stolen credit cards and identities and illegally obtained government documents.On Feb. 7 the US Department of Justice (DOJ) had released an indictment of 36 individuals, not including Medvedev, charged with participating in Infraud. The DOJ has now arrested 13 criminals from 17 countries for defrauding victims of over $530 mln as well as over $2.2 bln in losses.The coordinated effort to apprehend the alleged perpetrators involved the US, Australia, the UK, France, Italy, Kosovo, Serbia, and additionally Thailand, according to the Bangkok Post.Infraud was purportedly founded by Ukrainian national Svyatoslav Bondarek in 2010. Bondarek disappeared from online activity in 2015, which is when Medvedev reportedly took control over Infraud.Cybersecurity news site CyberScoop claims that Medvedev allegedly operated the “escrow service” for Infraud, which, according to the DOJ’s Justice News release:“facilitate[d] illicit digital currency transactions among its members and employed screening protocols that purported to ensure only high quality vendors of stolen cards, personally identifiable information, and other contraband.”It was forbidden within the organization to trade in stolen information from victims located in Russia, a rule common to many cybercrime groups, writes CyberScoop.The Bangkok Post site is currently unavailable to those located in Russia, but Russian news outlet RBK posted an article on Medvedev’s arrest with a link to a cached version of the Bangkok Post article.",40830
17,427,"In our Expert Takes, opinion leaders from inside and outside the crypto industry express their views, share their experience and give professional advice. Expert Takes cover everything from Blockchain technology and ICO funding to taxation, regulation, and cryptocurrency adoption by different sectors of the economy.If you would like to contribute an Expert Take, please email your ideas and CV to a.mcqueen@cointelegraph.com.The Netherlands has an established tradition of being at the forefront of innovation. And it is following this same path when it comes to Blockchain development. The Netherlands ranks in the top five countries when it comes to digital economies.Amsterdam is named the best tech startup city in Europe, the digital city Groningen is hosting the largest Blockchain hackathon in the world, and Arnhem is the place with high concentrations of merchants that accept Bitcoin payments. This has allowed the Dutch to experiment with payments using volatile cryptocurrencies with their regulation still a distant concept.Dutch Blockchain Action Agenda is the driving force for the innovative application of this technology in both products and services. Under the label “Dutch Digital Delta,” government, industry, knowledge institutions even the Royal family’s Prince Constantijn, with over 20 organizations in the financial sector, energy, and logistics, are active in this initiative.Clearer policy and regulations were needed around the developing cryptocurrency, Blockchain sphere, agreed Dutch politicians, cryptocurrency companies and regulators, who appeared in the House of Representatives at a hearing on Jan. 24, 2018FintechA few years ago the Central Bank of the Netherlands (DNB) created its own cryptocurrency called DNBcoin, for internal circulation only, to understand better how it works. After studying it, DNB concluded that Blockchain might be “naturally applicable in fintech” for the settlement of complex financial transactions, cross-border payments, securities transactions and document and identity validation. At the hearing, DNB representative indicated that while “DNBCoin is still under consideration, it is also investigating a combination of Blockchain based cross-border payment services where cryptos are converted to fiat currencies and prepaid crypto debit cards.” DNB stated “it supports the EU having extended its anti-money laundering directives to include digital money, acknowledging that the Netherlands will adopt it into national laws within 18 months.” And reiterated that “cryptocurrencies are not legal tender, they will not be banned, since it would obstruct blockchain innovation.”The five Dutch Banks, which control over 90 percent of the Netherlands’ retail banking market are exploring implementing Blockchain technology in their operations. ABN AMRO and Rabobank joined SWIFT global payments innovation project. ING has completed the testing of Blockchain-powered trade settlement platform in partnership with Calypso and the R3 consortium.  And NIBC has set up an Innovation Lab to stimulate the adoption of technological advancements within the bank as well as to enter strategic partnerships with innovative Blockchain companies.Willem Vermeend, the first official “FinTech Ambassador of the Netherlands,” said:“Blockchain will become a critical part of the financial sector, but what’s needed is collaboration.  There is a lot of creativity in the Netherlands. The problem is that I have spoken to 20 parties who do not know what each other is doing.”The Dutch government is exploring how to use Blockchain technology to improve service delivery to citizens as the catalyzer for democracy, transparency, and participation. So far, more than 30 pilots were concluded utilizing Blockchain technology in a variety of areas like income tax, identity, logistics, autonomous vehicles, debt counseling, etc.  ICOWith 3,200 startup tech companies hitting a scale-up phase in the Netherlands, Initial Coin Offering (ICO) offers a new way of fundraising enabled by digital currencies and Blockchain technology. Currently, the Dutch Authority for the Financial Markets (AFM) does not regulate ICOs.""When it comes to innovation and developing markets, the Netherlands always held a forward-thinking stance. ICO initiatives are not an exception. The Dutch landscape comprises of bottom-up initiatives such as meet-ups and conferences, Ethereum DEV NL, Skycoin Netherlands, and Bitcoin Wednesday, a thriving startup ecosystem with (pre-) ICO fundraising entities. Not surprisingly, the advisors of some of the most successful ICOs of the caliber of Bancor, Kik, and Monetha live in the Netherlands,” explained Emanuele Francioni, founder of Web3 Ventures.Merel van Vroonhoven, chairman of the AFM, warned:“Although the AFM sees the possibilities of Blockchain technology for financial services, it points to the high risks of ICOs in the current hype. The high risk of scams and loss of intake combined with the hype around ICOs at the moment is a dangerous cocktail.""At the latest hearing, AFM urged that ICOs needed to be regulated at an international and the European Securities and Markets Authority (ESMA) level because they are cross-border by nature.Last year Prince Constantijn joined the High-Level Group of Innovators that advises the European Commission (EC). On Feb. 1, 2018, the EU Blockchain Observatory and Forum announced that “it is partnering with ConsenSys, an Ethereum powered global venture production studio, for the benefit of the single European Union (EU) market, ensuring they work collaboratively across borders to help integrate and consolidate views, analysis and visions coming from the Netherlands in a forum at EU level,” explained EC Spokesperson Nathalie Vandystadt.Individual taxation of cryptocurrencyThe Netherlands is an exciting place for Blockchain and cryptocurrency investments. Investors are urged to take into consideration applicable cross-border tax laws while forming crypto or token investment decisions.“The Netherlands’ Finаnсе Miniѕtеr announced that the Dutch gоvеrnmеnt would be соnѕidеring cryptocurrencies and thе like аѕ “barter items” which are to be declared as a capital asset of the personal income tax return to the extent a person is not someone who actively trades in cryptocurrencies.  As such, cryptocurrencies are taxed as income from savings and investments. This means you have to take its value in Euros on Jan. 1st of the year and declare this value. A fictitious yield is to be calculated over the fair market value of the taxpayers’ savings and investments, reduced by his liabilities, per Jan. 1st. This fictitious yield is taxed at applicable rates against 30 percent” explained Martijn de Jong of Amstone law firm.“Non-resident individual taxpayers are only taxed on certain Netherlands sourced savings and investments. Should the non-resident taxpayer’s involvement be assumed to exceed passive management of funds, Dutch taxation in box one could apply. Currently, there is no clear guidance on how cryptocurrencies are taxed,” he added.The views expressed here are the author’s own and do not necessarily represent the views of Cointelegraph.com.Selva Ozelli, Esq., CPA is an international tax attorney and CPA who frequently writes about tax, legal and accounting issues for TaxNotes, Bloomberg BNA, other publications and the OECD.",31854
18,269,"A Japanese company PATRON is launching a new Blockchain-based platform for supporting the social media influencers. The project aims to create a full ecosystem where Influencers and SNS users around the world will be able to post, discover and book social media sharing economy information on the Internet and mobile tablet, the company’s white paper states.The company is creating a sharing economy system which works similar to Airbnb. A ‘host’ can purchase one influential post, ‘buy’ an influencer for up to several months or even for a year.In the influencer marketing industry, up to 40 percent of the fees going to influencers are being taken by the agency that acts as an intermediary. According to PATRON, they have built a Blockchain-based solution to help solve a middlemen problem. The commission fee currently being paid could be replaced by a tokenized market that would have a transparent business “skim.”New business modelThe founder of PATRON, Atsushi Hisatsumi, is an influencer first and entrepreneur second. He is an award-winning singer, DJ and dancer. Much of his background in business is around marketing and working with influencers to create better solutions and reach for them.By tokenizing the market and making it much easier to build a brand and monetize it, PATRON could open up a whole new tier of influencers who could come to market. Additionally, the initial difficulty most companies have in contacting influencers will be ameliorated by creating a platform for them to operate upon.Decentralized platforms run based on the power of smart contracts and the automation they enable. PATRON is planning to replace the existing business model with a system that makes way more sense to the customers and creators.Two economic effects could result from the implementation of a platform like Patron. First, both sponsors and influencers would end up with more money in their pockets. Second, you would see it become cheaper to sponsor influencers, which could make it possible for more influencers to come online.The business of being an intermediary is under attack as more people realize there are more efficient ways to do things, and PATRON is one example of an innovative technology which could disrupt an old business model.The ICO stage of developmentRight now, PATRON is in the midst of its ICO. They are entering their pre-sale stage soon, and are aiming for a subscription of $10 mln before the public ICO.ICO’s are necessary when a company reaches a point where they need much more money in order to carry out their plans. The money from the PATRON ICO will be focused towards three different facets of expansion. First, the personnel who develop the applications and infrastructure need to be financed. But this also means that an initial investment for setting up shop in San Francisco will be required. Finally, some money will be required to set up studios and workspaces for influencers.During the ICO there will be a 30 percent bonus during the premium period in order to encourage participation. The pre-sale will begin on Feb. 14th.Will Bartlett Disclaimer. Cointelegraph does not endorse any content or product on this page. While we aim at providing you all important information that we could obtain, readers should do their own research before taking any actions related to the company and carry full responsibility for their decisions, nor this article can be considered as an investment advice.",61328
19,488,"Popular cryptocurrency exchange Binance has announced on its site today, Feb. 9, that it has completed its system upgrade after technical difficulties resulted in significant delays.The company’s post confirmed all functionality would return at 10am UTC Feb. 9, with Binance offering a two-week 70% discount on trading fees as a sign of “gratitude for their unwavering support throughout the upgrade process.”Binance has risen to international fame in the brief six-month period it has existed on the cryptocurrency exchange market.This week, CEO Changpeng Zhao was named as one of the crypto industry’s “richest people” in a first-of-its-kind list from Forbes, having already appeared on mainstream media as an industry expert, even publicly criticising Warren Buffett.As of January, 2018 Binance was the largest trading platform in the world, Cointelegraph reporting user numbers increasing by 240,000 per hour and restrictions being placed on new sign-ups.Despite a “slowdown” in the complex procedures used to facilitate the upgrade, Zhao assured users on social media that the integrity of data was not at risk at any point.“There was a DDoS attack on our cloud provider, resolved, but still some lingering effects,” he added in a further recent twitter update.The exchange had managed to refute accusations a hack was taking place as the technical issues unfolded Thursday, Feb. 8.",62412
20,379,"Popular Ethereum wallet interface MyEtherWallet (MEW) has released a unexpected alternative product, MyCrypto.com, one of MEW’s original developers announced in a blog post Feb. 9.MEW has become one of the most popular Ethereum and ERC20 token storage management tools over the past year, and will continue to exist along with a new project, which has an almost identical interface.In the blog post, one of MEW’s original developers Taylor Monahan gave a brief history of the project and the impetus behind her creating MyCrypto, while remaining silent on relations between herself and her fellow co-developer of MEW, known as Kvhnuke.“MyEtherWallet LLC was sufficient for the early stages of growth. MyCrypto is designed with next-level scaling in mind from the beginning,” Monahan explained in the post, adding she had spent nine months assembling a team to oversee all operations. She also added:“Kvhnuke remains in control of the MEW github repository, the MEW domain, the AWS instances, and the MyEtherWallet social media accounts.”MEW’s structure has allowed it to avoid the common pitfalls ‘true’ wallet providers have struggled with increasingly as cryptocurrency has gained value and an influx of new users.Ostensibly designed to serve even more users via a similar setup, MyCrypto will enter public beta testing in the near future, Monahan nonetheless stating she was “terrified” about the road ahead. She continued:“I was terrified — am terrified — at the potential harm this change will have on myself, the team, and/or the Ethereum community but ultimately, the risks created by continuing down the road we were on are greater than the risks of splitting to a new brand, new company, new name, and new domain. While contemplating this decision, I began to see that my inaction would be the only thing that guaranteed my failure.”Online, the circumstances surrounding the changes continue to cause suspicion and confusion among users.While MEW has not yet published any comment about the new brand, curious statements about what staff describe as an “unlawful social media account switch” on Twitter have coincided with the release of the MyCrypto news.",53388
21,946,"The Dow Jones Industrial Average has dropped another 1,000 points Thursday, Feb. 8, making it the second time in four days that the traditional market has fallen more than 1,000 points.The S&P 500 Index is also down 3.75 percent by press time, which is its lowest point since mid-November, according to the Boston Globe.As the market is experiencing its fifth loss over the past six days, the Boston Globe writes that Friday announcement by the Labor Department that workers’ salaries grew quickly in January may have caused investors to scramble, thinking that interest rate would also rise.Unlike the drop three days ago, which was the largest intraday drop in 6 and a half years, today’s traditional market slump has not correlated with the crypto markets as strongly.While Bitcoin (BTC) had dropped below $7000 on Feb. 5 when the Dow Jones had dropped about 1,100 points, Bitcoin is now trading at around $8,219.12 according to Coin Market Cap, up 6.08% over a 24-hour period by press time.Ethereum and Ripple are also trading at $816.98 and $0.80 respectively, up 4.8 and 8.96 percent over a 24-hour period by press time.The lack of a similar drop in the crypto markets may be due to the lifeline it received after the The Commodities and Future Trading Commission and the US Securities Exchange Commission joint hearing on Tuesday.Users on Twitter have joked that the recent traditional market volatility has begun to mirror the volatility common to the crypto markets:",136159
22,291,"No matter which sci-fi story we choose, let it be the galactic adventures of Star Trek or the dark side of Darth Vader in Star Wars, all of them include something humanity has always been dreaming of - controlling things with our mere thoughts. Nowadays with mind-controlled drones races and prosthetics limbs with fingers bending at your will, this future is closer than it has ever been.Although most of this technology is still in relatively early stages, some entrepreneurs like the team behind the startup company Neurogress have big plans to bring it to the masses. Additionally, the Swiss company wants to take matters to another level and combine the science of mind-controlled devices with another huge trend in the digital world, the Blockchain technology.Big plans for a big futureNeurogress’s project is nothing short of ambitious. The company is planning to develop artificial intelligence (AI) based software for mind (or neural) led tools to maximize their full potential. The company’s short term vision is to create software that will allow people to control different types of devices with their thoughts. They want the software to be able to recognize brain commands via a neurointerface contained in a non-invasive headband that is worn (nothing needs to be implanted). The software will be able to translate these brain commands into actions. For example, a prosthetic arm can grab and lift a cup of coffee for you to enjoy simply by thinking it.The programme is designed to be able to use existing statistics from a common database to help users to quickly adapt their devices and use them more efficiently. Initially, the APIs of the software will only be open for developers, but if enough funding is obtained Neurogress plans to make it open source.Blockchain will come into the picture in the developmental stage, however initial plans are that the company will base their system and platform on Ethereum smart contracts. It is also planned implement the project into the Smart Environment, controlling devices around you with your mind with a help of a single neurointerface. Neurogress is yet to decide which platform will be ideal for its long term needs, be it Ethereum, IOTA, EOS, another emerging technology or a native Blockchain cryptocurrency - this will be decided when the project reaches its development stage.Mining with your mindInitial funding is collected through a TGE (Token Generation Event). The pre-TGE starts on February 10 2018 where Neurogress will issue Neurogress tokens (NRG) to people interested in the project to purchase. These tokens are the native currency for the platform. Users will be able to purchase software or devices on the Neurogress marketplace, pay for developers to create codes, train machine learning algorithms for rewards, design and improve applications and other transactions on the Neugrogress platform.The machine learning process constantly develops the advanced algorithms, which accelerates the neurocontrol mastering. This decentralized approach allows developers to use Neurogress algorithms for running their systems as well as for providing data sets to train AI.Once sufficient funding is obtained, the company plans to introduce its own cryptocurrency - the target is within a year of the project’s start. People will be able to mine with the use of “Proof of Neural Activity” concept where the mining algorithm processes a user’s brain activity.However, it’s important to highlight citizens and residents of the USA, Singapore and Switzerland are not able to purchase any NRG tokens due to various taxation and regulatory barriers in these countries. Investors should also understand tokens purchases are final, and even if the project’s outcome won’t be as they expected there are no refunds.Thinking fastThe potential of mind-controlled devices are vast, and perhaps creativity will be the only limit. While the current state of the mind-controlled devices is still very expensive, and training periods for users can take up more than a year, companies like Neurogress are the drivers of this market potentially worth billions of dollars in the future.Neurogress envisions it will be able to apply its software to a wide range of tools (not only drones or prosthetics). The company’s plan is to implement its product via collaborations with other manufacturers into industries such as medicine, robotics, gaming, transportation and perhaps even construct a mind-controlled giant crane.Disclaimer. Cointelegraph does not endorse any content or product on this page. While we aim at providing you all important information that we could obtain, readers should do their own research before taking any actions related to the company and carry full responsibility for their decisions, nor this article can be considered as an investment advice.",26908
23,499,"Binance, one of the largest crypto exchanges by trading volume according to CoinMarketCap, has had to continuously refute accusations of a hack since their exchange has unexpectedly  gone offline due to server issues.The time offline was supposed to only last for several hours, but, similarly to the extended Kraken downtime of over two days in January, Binance has since announced that they will only be back online on Feb. 9 at 4am (UTC) (11:00pm EST).While Kraken was chastised by its users for its relative silence and only sporadic update during its 48 hours of no service, both the Binance exchange and its CEO Changpeng Zhao have been updating their Twitters about every two hours with progress reports and assurances that they have not been hacked:We will maintain communication at difficult times. Those are hot wallets, only a tiny % there. But it should be clear your coins are safe. We wish disks moved faster. We will engineer around them in the future. Your encouraging words is all we work for. https://t.co/1i0Dw3YjV1— CZ (@cz_binance) February 8, 2018However, some on Twitter have repeatedly accused Binance of covering up a hack, most notably crypto persona John McAfee, who tweeted that while he wasn’t “trying to spread FUD,” he’d been receiving multiple reports alleging that Binance was really hackedIn response, Binance tweeted that “Blockchain thankfully provides a public ledger that can disprove any FUD” and provided their Ethereum wallet and Bitcoin wallet addresses to prove that all money is there.Zhao also responded to McAfee by saying that he would, “prove him wrong”:But you are spreading fud. We will prove you wrong. https://t.co/QTuK6t2ZS3— CZ (@cz_binance) February 8, 2018At press time, both the Bitcoin and Ethereum storages provided by Binance show positive balances of $263 mln and $151 mln worth of coins respectively.",137550
24,449,"Venezuela’s Minister of Foreign Trade and International Investment José Vielma Mora announced on Thursday, Feb. 8, that foreign investors will be accepting payments for their goods in petro, says Latin American government-sponsored news outlet TeleSur.The petro, an oil-backed state cryptocurrency set to be released in both a pre-sale and an Initial Coin Offering (ICO), was first announced by Venezuelan President Nicolas Maduro in December 2017. The petro’s white paper released Jan. 30 explains that the idea for the petro came from Hugo Chavez, who had envisioned a “strong currency backed by raw materials.”Mora said that Brazilian businesspeople are prepared to invest $300 mln in Venezuela, beginning with a $100 mln inversion investment.The minister also listed Poland, Denmark, Honduras, Norway, and Vietnam as foreign countries that would be willing to receive petro in exchange for food and medicine, citing a total amount of $435 mln. According to Mora, Canada has also expressed interest in investing in Venezuela in the sphere of “pharmaceutics for humans and animals.”The petro is an ERC20 token that has been pre-mined on the Ethereum Blockchain, with each petro is backed by one barrel of oil. Maduro had ordered the issuance of 100 mln in petro on Jan. 14 in preparation for the pre-sale.The creation of the petro has been viewed skeptically by critics and members of the Venezuelan opposition parliament who consider the petro a fraudulent currency that could help Maduro avoid sanctions.The petro’s pre-sale will take place from Feb. 20 at -04:00 UTC to Mar. 19 at -04:00 UTC, and there will be 38.4 mln tokens available. Pre-sale tokens “may be exchanged for petro [coins] at any time between the launch date and the closing of the initial offer,” according to the white paper.The ICO will take place a day after the end of the pre-sale, Mar. 20 at -04:00 GMT, with 44 mln petro available for sale at a reference selling point of $60 - the price of a barrel of oil in Venezuela in the second week of Jan. 2018. The price is subject to market fluctuations, according to the white paper.The white paper writes that the Venezuelan government will accept petro as payment for national taxes, fees, and public services, and it will be regulated by the Cryptocurrency Superintendency and the National Blockchain Observatory.",60954
25,583,"This article does not contain investment advice or recommendations. Every investment and trading move involves risk, you should conduct your own research when making a decision.Bitcoin and its crypto brethren received an unlikely lifeline from American trading regulators on Tuesday this week, which ended in a complete turnaround after a nasty market crash.The Commodities and Future Trading Commission and the US Securities Exchange Commission held a highly anticipated hearing on Tuesday, focused on their stance towards cryptocurrencies, initial coin offerings and Blockchain technology.The discourse came at a crucial juncture, as the overall cryptocurrency market endured a spiraling sell off which saw Bitcoin reach lows below $7,000, a figure not seen in over five months.Industry experts and pundits took to social media platforms, posting updates from the hearing which saw CFTC Chair Christopher Giancarlo and SEC Chair Jay Clayton make some highly influential statements about the current stance towards the overall cryptocurrency and Blockchain space.With a prevailing sentiment of fear, uncertainty and doubt, a negative stance from the two bodies that hold the future of mainstream cryptocurrency trade could have been as good as a death knell.But both bodies unveiled balanced and positive sentiments towards cryptocurrencies and Blockchain technology.Giancarlo delivered an upbeat address saying “if there was no Bitcoin, there would be no distributed ledger technology,”  when he was asked about the value of Bitcoin.He also made it clear in his written testimony that cryptocurrencies are here to say and that regulation needs to nurture the sector while protecting investors.“Virtual currencies mark a paradigm shift in how we think about payments, traditional financial processes, and engaging in economic activity. Ignoring these developments will not make them go away, nor is it a responsible regulatory response. The evolution of these assets, their volatility, and the interest they attract from a rising global millennial population demand serious examination.”Clayton echoed the sentiments of the CFTC chair, but he also produced a discourse that gave credit to the cryptocurrency industry for adding a new paradigm to the financial system:“Distributed ledger and other emerging technologies have the potential to further influence and improve the capital markets and the financial services industry.”Clayton also hammered home the importance of fair regulatory frameworks that will create an environment that benefits all parties involved.“Said simply, we should embrace the pursuit of technological advancement, as well as new and innovative techniques for capital raising, but not at the expense of the principles undermining our well-founded and proven approach to protecting investors and markets.”Markets react favorablyThe overarching reaction following the hearing has had a positive effect on the cryptocurrency markets.Bitcoin and Ethereum had seen 20 percent growth in value, according to CoinMarketCap data, at the time of writing, and the rest of the cryptocurrency market was in the green.This latest development has provided the first bit of positive sentiment in over a fortnight. China has reiterated it’s zero-tolerance of cryptocurrency, India’s regulatory stance has been taken badly, and a number of mainstream banks have ruled out cryptocurrency purchases with credit cards.These developments culminated in a highly volatile, selling-spree in the cryptocurrency market.But, with regulatory bodies like the CFTC and SEC promising to foster environments conducive to the growth and development of legitimate cryptocurrencies, fears have been allayed.What remains to be seen is if this is the start of a fresh wave of positive growth in value for the cryptocurrency space.The developments have had a number of high profile pundits posting upbeat predictions in response.Canadian Twitter user Armin van Bitcoin said that the Mayer Multiple is signaling a strong buy signal for Bitcoin:Software engineer Pierre Rochard quoted Xapo CEO Wences Casares in a tweet that emphasized patience in the world of cryptocurrencies.Business Insider’s Frank Chaparro shared a story on the Winklevoss twins, who have released bullish sentiments on Bitcoin following the SEC and CFTC hearing this week.",37208
26,289,"The men’s shows at New York Fashion Week are signalling a potential start to crypto high fashion, the wait times between shows providing an opportunity for attendees to discuss the recent crypto market dip, reports the Financial Times Thursday, Feb. 8.Belgian designer Raf Simons’ runway show is described as looking like “the inner sanctum of a boiler room, where brokers pitch their clients on penny stocks and digital currencies with a Machiavellian zeal.”Simons showed slim cut three-button suits, topcoats paired with surgical gloves and rubber boots, and turtlenecks with slits, some of which had patches with three letter acronyms like XTC and GHB. “One was just a letter off,” from a Bitcoin code, the FT jokes.Simons’s clothing, in the words of the FT, could“Fit easily on today’s youngest investors, who don’t stick to the Kiton and Zegna suits of their fathers and prefer Coinbase to TD Ameritrade.”TD Ameritrade actually advertised Bitcoin futures during their Super Bowl ad shown last week.Next, Tom Ford showed clothes like “Wall Street-approved pleated trousers” paired with snakeskin printed ties. His show ended with the models displaying the company’s new launch of an underwear line of silk boxers in “shimmering metallics and animal prints.”FT sees a potential in the Tom Ford underwear line to become a “new kind of uniform” for those in Wall Street that have become interested in crypto on the side:“Day traders flipping cryptocurrencies at home need something to wear.”",50487
27,767,"Another Bitcoin prediction was made this week by Winklevoss twins - the famous Bitcoin billionaires. Bitcoin has “potential appreciation” of thirty to forty times its current value, Cameron Winklevoss claimed in an interview with CNBC on Wednesday, Feb. 7.At press time, the market capitalization of Bitcoin was just below $140 bln, following a huge sell-off on Tuesday, Feb. 6 which has seen the cap drop as low as $102 bln.That would put the Winklevoss’ estimation of Bitcoin’s future market cap at over $5 trln. This number comes from a comparison to the $7 trln global gold market, which the brothers claim Bitcoin will disrupt.According to CNBC, the Winklevoss brothers were looking at a period of 10 to 20 years in their prediction.In response to the recent criticisms of cryptocurrencies by representatives of J.P. Morgan and the officials present at the World Economic Forum (WEF) in Davos, Tyler Winklevoss argued that digital currencies will be a great instrument of machine-to-machine transactions.“Cryptocurrencies aren't really important for human-to-human transactions ... but when machines-to-machines trade economic value, they are going to plug into protocols like bitcoin and ethereum. They are not going to open bank accounts at J.P. Morgan ... those were invented by bankers before the internet existed,"" Tyler stated, adding that ""the criticisms are just a failure of the imagination.""Earlier this week, Cointelegraph reported on a number of experts who shared a similarly bullish outlook on the price of Bitcoin, predicting that it will reach $50,000 by the end of 2018, resulting in a total cryptocurrency market cap of $1 trillion.",56074
28,321,"For those new to cryptocurrency, finding the most trustworthy advice to make their first steps into a new environment can be overwhelming. Equally, more experienced traders want to continue to advance their portfolios to their best potential. A new ‘all in one’ platform, Pinnacle, aims to provide an investment multiplex for traders of all levels.The company works under the belief that ‘Every single person can become a successful trader as long as they use the right tools and choose the trading style that fits their strengths and weaknesses.’ Their white paper outlines how the platform will provide access to ‘every major trading exchange worldwide’ from PC, Mac, Android and iOS, with fully automated arbitrage trading between each of these exchanges. There will be a YamaCat trading course for novice investors and features which allow traders of all levels to track and/or mimic professional traders across multiple platforms. A charting app will allow users to view the progress of multiple exchanges at a glance, and highly accurate (80%+) Pinnacle propriety trading signals can guide investors towards decisions across these exchanges. Pinnacle believe that these features and more will ‘will revolutionize trading cryptocurrency and world markets.’Pinnacle will also feature a Stellar based token, Brilliance (BRIL), which it describes as ‘the backbone of Pinnacle.’ Users will require a balance of BRIL in order to access the numerous features within Pinnacle, which the company say will ensure the tokens see ‘a consistent increase in value and price.’ With 3.5 second block times, users can execute trades exceptionally quickly using BRIL.Pinnacle is looking to implement these plans rapidly. Already partnered with companies such as LDJ Capital, FXCM and Ameritrade, they aim to release some trading bots for BRIL holders to use within the first quarter of 2018. Their ICO is already live until Feb. 25th (token supply 26,990,000 $1/token), after which they plan for BRIL to be listed on at least three crypto exchanges. In addition, they plan to hold interesting PR activities such as a ‘trading contest’ in Q3; the ‘best trader on Twitter’ will win a $1 mln prize.Project leader Roman Guelfi-Gibbs has been trading since the age of 16 and has clearly brought his decades of the experience to the fore when guiding Pinnacle to become the first single-access point for crypto exchange in history. He is advised by Blockchain advocate David Drake, who’s investments are looked after by over 50 global directors. This is a truly formidable team who look set to live up to their claims of ‘revolutionizing the world of crypto.’Should the platform launch continue to prove successful, Pinnacle looks set to open up the world of crypto to even more users than before, providing all training, strategies, advice, statistics and trading platforms required for novices to get started and professionals to increase their assets. It will be interesting to see if they can achieve their aim of becoming ‘THE ONE application that traders need to perform all aspects of trading,’ and how this will affect other single-function platforms.Katharine Sharpe Disclaimer. Cointelegraph does not endorse any content or product on this page. While we aim at providing you all important information that we could obtain, readers should do their own research before taking any actions related to the company and carry full responsibility for their decisions, nor this article can be considered as an investment advice.",33432
29,264,"Berkeley, California, one of the centers of the counterculture movement in the 1960s and 70s, is considering launching an Initial Coin Offering (ICO) to fund affordable housing after fears that President Donald Trump will cut their federal funding, Business Insider reports Wednesday, Feb. 7.Ben Bartlett, a member of the Berkeley City Council, created a group working on the ICO launch with Berkeley mayor Jesse Arreguín, the UC Berkeley Blockchain Lab, and fintech startup Neighborly. He sees a turn to crypto as a way for the city of Berkeley to resist the current presidential administration, telling Business Insider:""Berkeley is the center of the resistance, and for the resistance to work, it must have a coin.""Berkeley is a sanctuary city, meaning that it doesn’t cooperate with the federal government to enforce immigration law. The Trump administration has recently been escalating the fight against the existence of sanctuary cities as part of their immigration reform.Last year, Trump had also tweeted a threat to pull federal funding from UC Berkeley, a university located in the city, after student protests led to the cancellation of conservative Milo Yiannopoulos's scheduled speech:If U.C. Berkeley does not allow free speech and practices violence on innocent people with a different point of view - NO FEDERAL FUNDS?— Donald J. Trump (@realDonaldTrump) February 2, 2017The ICO could also be a way for the city to help the increasing homeless population, regardless of whether federal funding is ever cut. Bartlett said:""We have a jobs explosion and a super tight housing crunch. You're looking at a disaster. We thought we'd pull together the experts and find a way to finance [affordable housing] ourselves.""The tokens would be backed by municipal bonds, which governments normally issue when they need to raise funding. However, in this case these securities would be digital assets that buyers could potentially spend in crypto-participating shops in the city or even for apartment rentals that would accept the token.Kiran Jain, COO and co-founder of Neighborly, calls their ICO an “initial community offering,” because,""Unlike most of the ICOs which deliver coins for a future value or service, these coins will represent a real security issued for a specific purpose.”UC Berkeley has previously come up with innovative uses of crypto Blockchain technology. In August 2017, a PhD student at the university released research on the possibility for Blockchain analysis to identify sex trafficking rings through Bitcoin payments for online adult advertisements.",32452
